stock_id,company_name,sector,longBusinessSummary,country,industry,currency,exchange,longName,shortName,52WeekChange,fiftyTwoWeekHigh,volume
HINDUNILVR.NS,Hindustan Unilever,Consumer Defensive,"Hindustan Unilever Limited, a consumer goods company, manufactures and sells home and personal care, food, and refreshment products in India and internationally. The company operates through Home Care, Beauty & Personal Care, Foods & Refreshment, and Others segments. The Home Care segment offers detergent bars and powders, detergent liquids, scourers, water business, purifiers business, etc. The Beauty & Personal Care segment provides oral, skin, and hair care products, as well as soaps, deodorants, talcum powder, color cosmetics, salon services, etc. The Foods & Refreshment segment provides staples, including atta, salt, bread, etc.; and culinary products, such as tomato based products, fruit based products, soups, etc., as well as tea, coffee, health food drinks, ice-creams, and frozen desserts. The Others segment offers infant care products and exports products. The company also engages in the beauty salons, job work, discharge trust, and real estate businesses. It provides its foods and refreshment products under the Boost, Cornetto, HELLMANN'S, Horlicks, Knorr, Lipton, Magnum, BRU, Annapurna, Brooke Bond 3 Roses, Brooke Bond Red Label, Brooke Bond Taaza, Brooke Bond Taj Mahal, Kissan, and Kwality Wall's brands; and home care products under the Cif, Comfort, Active Wheel, Domex, Rin, Surf excel, Vim, love & care, nature protect, and Sunlight brands. The company offers its beauty and personal care products under the Axe, Dove, Lifebuoy, LOVE beauty AND planet, Lux, Pepsodent, Pond's, Sunsilk, Sure, TRESemmÃ©, Vaseline, aviance, Breeze, Citra, Clear, Closeup, Fair & Lovely, LakmÃ©, Pears, TIGI, TONI & GUY, Brylcreem, Clinic Plus, ELLE 18, Glow & Handsome, Hamam, ayush, Indulekha, Liril, Pure Derm, VWASH Plus, and Rexona brands; and water purifiers under the Pureit brand. The company was founded in 1888 and is headquartered in Mumbai, India. Hindustan Unilever Limited operates as a subsidiary of Unilever Plc.",India,Household & Personal Products,INR,NSI,Hindustan Unilever Limited,HINDUSTAN UNILEVER,,2859.3,1774878
ICICIBANK.NS,ICICI Bank,Financial Services,"ICICI Bank Limited provides various banking products and financial services in India and internationally. It operates through Retail Banking, Wholesale Banking, Treasury, Other Banking, Life insurance, General insurance, and Others segments. The company offers savings, salary, pension, current, and other accounts; and fixed, recurring, and security deposits. It also provides home, car, two wheeler, personal, gold, and commercial business loans, as well as loans against securities and other loans; business loans, such as working capital finance, term loans, collateral free loans, loans without financials, finance for importers and exporters, and secured loans for credit card swipes, as well as loans for new entities, and schools and colleges; and credit, debit, prepaid, travel, and corporate cards. In addition, the company offers insurance products; pockets wallet; fixed income products; investment products, such as mutual funds, gold monetization schemes, and initial public offerings, as well as other online investment services; and farmer finance, tractor loans, and micro banking services, as well as other services to agri traders and processors, and agri corporates. Further, it provides portfolio management, trade, foreign exchange, locker, private and NRI banking, and cash management services; family wealth and demat accounts; commercial and investment banking, capital market, custodial, project and technology finance, and institutional banking services, as well as Internet, mobile, and phone banking services. Additionally, the company offers securities investment, broking, trading, and underwriting services; and merchant banking, trusteeship, housing finance, and pension fund management services. As of March 31, 2021, it had a network of 5,266 branches, 14,136 ATMs, 1,786 insta-banking kiosks, and 2,713 cash acceptance machines. ICICI Bank Limited was founded in 1955 and is headquartered in Mumbai, India.",India,Banks—Regional,INR,NSI,ICICI Bank Limited,ICICI BANK,,867,31085437
SBIN.NS,State Bank of India,Financial Services,"State Bank of India provides various banking products and services to individuals, commercial enterprises, corporates, public bodies, and institutional customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, Insurance Business, and Other Banking Business segments. It offers personal banking products and services, including current accounts, savings accounts, term deposits, and recurring deposits; home, auto, education, gold, and personal loans, as well as loans against property and securities; and wealth management, mobile and internet banking, demat, foreign inward remittance, safe deposit locker, public provident fund, money transfer, pension policy, and mobile wallet services, as well as cards and inflation indexed national savings securities cumulative bonds. The company also provides corporate banking products and services comprising corporate accounts, working capital and project finance, term loans, deferred payment guarantees, corporate loans, structured finance, dealer and channel financing, equipment leasing, loan syndication, construction equipment loans, financing Indian firms' overseas subsidiaries or JVs, and cash management, as well as export and cash, and letters of credit products. In addition, it offers NRI services, including accounts and deposits, remittances, investments, and loans; agricultural banking and micro credit to agriculturists and farmers; supply chain finance, and deposits and transaction banking services for SME customers; and international banking services. Further, the company provides treasury, broking, bill payment, and MICR services; and credit cards, life and non-life insurance, mutual funds, merchant banking, trustee business, factoring, security trading, pension fund management, and custody services. As of March 31, 2021, it operated 22,219 branches and 62,617 ATMs. The company was founded in 1806 and is headquartered in Mumbai, India.",India,Banks—Regional,INR,NSI,State Bank of India,STATE BK OF INDIA,,549,20359031
HDFC.NS,Housing Development,Financial Services,"Housing Development Finance Corporation Limited provides housing finance to individuals and corporate customers in India. It operates through Loans, Life Insurance, General Insurance, Asset Management, and Others segments. The company accepts fixed deposits, such as monthly income plans, non-cumulative interest plans, annual income plans, and cumulative options; and trust deposits. It offers loans for the purchase and construction of houses; home improvement and extension, plot, and top-up loans; loans to agriculturists, planters, horticulturists, and dairy farmers; loans for the salaried/self-employed individuals; loans for non-resident Indians; loans against property; and loans for non-residential premises and commercial plots, as well as education loans. In addition, the company provides cross-selling products and services; investment advisory services; life insurance products; general insurance products, including motor, health, travel, crop, home, personal accident, property, marine, aviation, and liability insurance; venture capital funds; asset management services comprising portfolio management, mutual fund, and property investment management; and other services consisting of project management, investment consultancy, and property related services. As of June 30, 2021, it operated through a network of 603 offices; and 3 representative offices in Dubai, London, and Singapore. The company was incorporated in 1977 and is based in Mumbai, India.",India,Mortgage Finance,INR,NSI,Housing Development Finance Corporation Limited,HOUSING DEVEL FIN,,3021.1,20043647
BAJFINANCE.NS,Bajaj Finance,Financial Services,"Bajaj Finance Limited operates as a non-banking financial company in India. The company offers consumer durable, lifestyle, lifecare, digital product, two and three wheeler, developer, used car, medical equipment, vendor, light engineering, specialty chemicals, financial institution, corporate, and warehouse finance services; IPO and margin trading finance, trading account, depository, and HNI and retail broking services; personal, gold, home, business, working capital, secured enterprise, and professional loans; and loan against fixed deposits, shares, properties, and securities. It also provides life, general, and health insurance, as well as pocket insurance products; extended warranty, e-commerce, and lease rental discounting services; financial fitness reports; and EMI cards, and co-branded credit cards and wallets, as well as offers investment services, such as systematic deposit plan, fixed and term deposits, and mutual funds. The company was formerly known as Bajaj Auto Finance Limited and changed its name to Bajaj Finance Limited in September 2010. The company was incorporated in 1987 and is based in Pune, India. Bajaj Finance Limited is a subsidiary of Bajaj Finserv Limited.",India,Credit Services,INR,NSI,Bajaj Finance Limited,BAJAJ FINANCE LTD,,8050,1190842
BHARTIARTL.NS,Bharti Airtel,Communication Services,"Bharti Airtel Limited operates as a telecommunications company in Asia and Africa. It operates through Mobile Services India, Mobile Services Africa, Mobile Services South Asia, Airtel Business, Tower Infrastructure Services, Homes Services, Digital TV Services, and Others segments. The company's product offerings include 2G, 3G, and 4G wireless services, as well as mobile commerce, fixed line services, high speed home broadband, DTH, and enterprise services, including national and international long distance services to carriers. It also provides voice, data, video, network integration, data center, and managed services, as well as enterprise mobility applications; on-demand entertainment and streaming services, such as music and video; digital payments and financial services; and cloud and data center, cybersecurity, IoT, Ad Tech, and cloud based communication products. In addition, the company operates a submarine cable system; and provides telecom towers and related infrastructure for various mobile operators. As of August 5, 2021, it had approximately 474 million customers across its operations. Bharti Airtel Limited has collaboration with Qualcomm Technologies, Inc. for accelerating 5G; partnership with Google Cloud and Cisco to launch Airtel Office Internet, a unified enterprise grade solution; and a strategic partnership with Tata Consultancy Services Limited for implementing 5G network solutions for India. The company was formerly known as Bharti Tele-Ventures Limited and changed its name to Bharti Airtel Limited in April 2006. Bharti Airtel Limited was incorporated in 1995 and is headquartered in New Delhi, India.",India,Telecom Services,INR,NSI,Bharti Airtel Limited,BHARTI AIRTEL LTD,,781.8,9951432
RY.TO,Royal Bank of Canada,Financial Services,"Royal Bank of Canada operates as a diversified financial service company worldwide. The company's Personal & Commercial Banking segment offers checking and savings accounts, home equity financing, personal lending, private banking, indirect lending, including auto financing, mutual funds and self-directed brokerage accounts, guaranteed investment certificates, credit cards, and payment products and solutions; and lending, leasing, deposit, investment, foreign exchange, cash management, auto dealer financing, trade products, and services to small and medium-sized commercial businesses. This segment offers financial products and services through branches, automated teller machines, and mobile sales network. Its Wealth Management segment provides a suite of advice-based solutions and strategies to high net worth and ultra-high net worth individuals, and institutional clients. The company's Insurance segment offers life, health, home, auto, travel, wealth, annuities, and reinsurance advice and solutions; and business insurance services to individual, business, and group clients through its advice centers, RBC insurance stores, and mobile advisors; digital, mobile, and social platforms; independent brokers; and travel partners. Its Investor & Treasury Services segment provides asset servicing, custody, payments, and treasury services to financial and other investors; and fund and investment administration, shareholder, private capital, performance measurement and compliance monitoring, distribution, transaction banking, cash and liquidity management, foreign exchange, and global securities finance services. The company's Capital Markets segment offers corporate and investment banking, as well as equity and debt origination, distribution, advisory services, sale, and trading services for corporations, institutional investors, asset managers, private equity firms, and governments. The company was founded in 1864 and is headquartered in Toronto, Canada.",Canada,Banks—Diversified,CAD,TOR,Royal Bank of Canada,ROYAL BANK OF CANADA,,149.6,1372793
TD.TO,TD Bank,Financial Services,"The Toronto-Dominion Bank, together with its subsidiaries, provides various financial products and services in Canada, the United States, and internationally. It operates through three segments: Canadian Retail, U.S. Retail, and Wholesale Banking. The company offers personal deposits, such as chequing, savings, and investment products; financing, investment, cash management, international trade, and day-to-day banking services to businesses; and financing options to customers at point of sale for automotive and recreational vehicle purchases. It also provides credit cards and payments; real estate secured lending, auto finance, and consumer lending services; point-of-sale payment solutions for large and small businesses; wealth and asset management products, and advice to retail and institutional clients through direct investing, advice-based, and asset management businesses; and property and casualty insurance, as well as life and health insurance products. The company also provides capital markets, and corporate and investment banking products and services, including underwriting and distribution of new debt and equity issues; advice on strategic acquisitions and divestitures; and trading, funding, and investment services to corporations, governments, and institutions. It offers its products and services under the TD Bank and America's Most Convenient Bank brand names. The company operates through a network of 1,061 branches and 3,381 automated teller machines (ATMs) in Canada, and 1,148 stores and 2,701 ATMs in the United States, as well as offers telephone, digital, and mobile banking services. It has a strategic alliance with Canada Post Corporation. The Toronto-Dominion Bank was founded in 1855 and is headquartered in Toronto, Canada.",Canada,Banks—Diversified,CAD,TOR,The Toronto-Dominion Bank,TORONTO-DOMINION BANK,,109.08,1031460
ENB.TO,Enbridge,Energy,"Enbridge Inc. operates as an energy infrastructure company. The company operates through five segments: Liquids Pipelines, Gas Transmission and Midstream, Gas Distribution and Storage, Renewable Power Generation, and Energy Services. The Liquids Pipelines segment operates pipelines and related terminals to transport various grades of crude oil and other liquid hydrocarbons in Canada and the United States. The Gas Transmission and Midstream segment invests in natural gas pipelines, and gathering and processing facilities in Canada and the United States. The Gas Distribution and Storage segment is involved in natural gas utility operations serving residential, commercial, and industrial customers in Ontario, as well as natural gas distribution and energy transportation activities in Quebec. The Renewable Power Generation segment operates power generating assets, such as wind, solar, geothermal, and waste heat recovery facilities; and transmission assets in North America and Europe. The Energy Services segment provides energy marketing services to refiners, producers, and other customers; and physical commodity marketing and logistical services in Canada and the United States. The company was formerly known as IPL Energy Inc. and changed its name to Enbridge Inc. in October 1998. Enbridge Inc. was founded in 1949 and is headquartered in Calgary, Canada.",Canada,Oil & Gas Midstream,CAD,TOR,Enbridge Inc.,ENBRIDGE INC,,58.97,888427
CNR.TO,Canadian National Railway,Industrials,"Canadian National Railway Company, together with its subsidiaries, engages in the rail and related transportation business. Its portfolio of goods includes petroleum and chemicals, grain and fertilizers, coal, metals and minerals, forest products, intermodal, and automotive products serving exporters, importers, retailers, farmers, and manufacturers. The company operates a network of 19,500 route miles of track spanning Canada and the United States. It also provides vessels and docks, transloading and distribution, automotive logistics, and freight forwarding and transportation management services. The company was founded in 1919 and is headquartered in Montreal, Canada.",Canada,Railroads,CAD,TOR,Canadian National Railway Company,CANADIAN NATIONAL RAILWAY CO.,,171.48,254298
BAM-A.TO,Brookfield,Financial Services,"Brookfield Asset Management is an alternative asset manager and REIT/Real Estate Investment Manager firm focuses on real estate, renewable power, infrastructure and venture capital and private equity assets. It manages a range of public and private investment products and services for institutional and retail clients. It typically makes investments in sizeable, premier assets across geographies and asset classes. It invests both its own capital as well as capital from other investors. Within private equity and venture capital, it focuses on acquisition, early ventures, control buyouts and financially distressed, buyouts and corporate carve-outs, recapitalizations, convertible, senior and mezzanine financings, operational and capital structure restructuring, strategic re-direction, turnaround, and under-performing midmarket companies. It invests in both public debt and equity markets. It invests in private equity sectors with focus on Business Services include infrastructure, healthcare, road fuel distribution and marketing, construction and real estate; Industrials include manufacturers of automotive batteries, graphite electrodes, returnable plastic packaging, and sanitation management and development; and Residential/ infrastructure services. It targets companies which likely possess underlying real assets, primarily in sectors such as industrial products, building materials, metals, mining, homebuilding, oil and gas, paper and packaging, manufacturing and forest product sectors. It invests globally with focus on North America including Brazil, the United States, Canada; Europe; and Australia; and Asia-Pacific. The firm considers equity investments in the range of $2 million to $500 million. It has a four-year investment period and a 10-year term with two one-year extensions. The firm prefers to take minority stake and majority stake. Brookfield Asset Management Inc. was founded in 1997 and based in Toronto, Canada with additional offices across Northern America; South America; Europe; Middle East and Asia.",Canada,Asset Management,CAD,TOR,Brookfield Asset Management Inc.,BROOKFIELD ASSET MANAGEMENT INC,,79.04,312914
BNS.TO,Bank of Nova Scotia,Financial Services,"The Bank of Nova Scotia provides various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally. It operates in four segments: Canadian Banking, International Banking, Global Wealth Management, and Global Banking and Markets. The company offers financial advice and solutions, and day-to-day banking products, including debit and credit cards, chequing and saving accounts, investments, mortgages, loans, and insurance to individuals; and business banking solutions comprising lending, deposit, cash management, and trade finance solutions to small, medium, and large businesses, including automotive financing solutions to dealers and their customers. It also provides wealth management advice and solutions, including online brokerage, mobile investment, full-service brokerage, trust, private banking, and private investment counsel services; and retail mutual funds, exchange traded funds, liquid alternative funds, and institutional funds. In addition, the company offers international banking services for retail, corporate, and commercial customers; and lending and transaction, investment banking advisory, and capital markets access services to corporate customers. Further, it provides online, mobile, and telephone banking services. The company operates a network of 954 branches and approximately 3,766 automated banking machines in Canada; and approximately 1,300 branches and a network of contact and support center internationally. The Bank of Nova Scotia was founded in 1832 and is headquartered in Halifax, Canada.",Canada,Banks—Diversified,CAD,TOR,The Bank of Nova Scotia,BANK OF NOVA SCOTIA,,95,889653
SHOP.TO,Shopify Inc,Technology,"Shopify Inc., a commerce company, provides a commerce platform and services in Canada, the United States, the United Kingdom, Australia, Latin America, and internationally. The company's platform provides merchants to run their business in various sales channels, including web and mobile storefronts, physical retail locations, pop-up shops, social media storefronts, native mobile apps, buy buttons, and marketplaces; and enables to manage products and inventory, process orders and payments, fulfill and ship orders, new buyers and build customer relationships, source products, leverage analytics and reporting, and access financing. It also sells custom themes and apps, and registration of domain names. The company was formerly known as Jaded Pixel Technologies Inc. and changed its name to Shopify Inc. in November 2011. Shopify Inc. was incorporated in 2004 and is headquartered in Ottawa, Canada.",Canada,Software—Application,CAD,TOR,Shopify Inc.,SHOPIFY INC,,2228.73,96333
BMO.TO,Bank Of Montreal,Financial Services,"Bank of Montreal provides diversified financial services primarily in North America. The company's personal banking products and services include checking and savings accounts, credit cards, mortgages, and financial and investment advice services; and commercial banking products and services comprise business deposit accounts, commercial credit cards, business loans and commercial mortgages, cash management solutions, foreign exchange, specialized banking programs, treasury and payment solutions, and risk management products for small business and commercial banking customers. It also offers investment and wealth advisory services; digital investing services; financial services and solutions; and investment management, and trust and custody services. In addition, the company provides life insurance, accident and sickness insurance, and annuity products; creditor and travel insurance to bank customers; and reinsurance solutions. Further, it offers client's debt and equity capital-raising services, as well as loan origination and syndication, and treasury management; strategic advice on mergers and acquisitions, restructurings, and recapitalizations, as well as valuation and fairness opinions; and trade finance, risk mitigation, and other operating services. Additionally, the company provides research and access to markets for institutional, corporate, and retail clients; trading solutions that include debt, foreign exchange, interest rate, credit, equity, securitization and commodities; new product development and origination services, as well as risk management advice and services to hedge against fluctuations; and funding and liquidity management services to its clients. It operates through approximately 900 bank branches and 3,300 automated banking machines in Canada and the United States. Bank of Montreal was founded in 1817 and is headquartered in Montreal, Canada.",Canada,Banks—Diversified,CAD,TOR,Bank of Montreal,BANK OF MONTREAL,,154.47,234384
CP.TO,Canadian Pacific Railway,Industrials,"Canadian Pacific Railway Limited, together with its subsidiaries, owns and operates a transcontinental freight railway in Canada and the United States. The company transports bulk commodities, including grain, coal, potash, fertilizers, and sulphur; and merchandise freight, such as energy, chemicals and plastics, metals, minerals and consumer, automotive, and forest products. It also transports intermodal traffic comprising retail goods in overseas containers. The company offers rail and intermodal transportation services through a network of approximately 13,000 miles serving business centers in Quebec and British Columbia, Canada; and the United States Northeast and Midwest regions. Canadian Pacific Railway Limited was founded in 1881 and is headquartered in Calgary, Canada.",Canada,Railroads,CAD,TOR,Canadian Pacific Railway Limited,CANADIAN PACIFIC RAILWAY LIMITE,,105.46,305443
CNQ.TO,Canadian Natural Resources,Energy,"Canadian Natural Resources Limited acquires, explores for, develops, produces, markets, and sells crude oil, natural gas, and natural gas liquids (NGLs). The company offers synthetic crude oil (SCO), light and medium crude oil, bitumen (thermal oil), primary heavy crude oil, and Pelican Lake heavy crude oil. Its midstream assets include two crude oil pipeline systems; and a 50% working interest in an 84-megawatt cogeneration plant at Primrose. As of December 31, 2020, the company had total proved crude oil, bitumen, SCO, and NGLs reserves were 10,528 million barrels (MMbbl); total proved plus probable crude oil, bitumen, SCO, and NGLs reserves were 13,271 MMbbl; proved natural gas reserves were 9,465 billion cubic feet (Bcf); and total proved plus probable natural gas reserves were 15,922 Bcf. It operates primarily in Western Canada; the United Kingdom portion of the North Sea; and Offshore Africa. The company was formerly known as AEX Minerals Corporation and changed its name to Canadian Natural Resources Limited in December 1975. Canadian Natural Resources Limited was incorporated in 1973 and is headquartered in Calgary, Canada.",Canada,Oil & Gas E&P,CAD,TOR,Canadian Natural Resources Limited,CDN NATURAL RES,,85.46,1272162
AZN.L,AstraZeneca,Healthcare,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacturing, and commercialization of prescription medicines. The company markets various products in the therapeutic areas of oncology, respiratory and immunology, rare diseases, and other areas, as well as in cardiovascular, renal, and metabolism (CVRM) areas. It is also involved in the development of products in oncology, CVRM, respiratory and immunology, rare diseases, and other and COVID-19 areas. The company sells its products to primary care and specialty care physicians through local marketing companies, distributors, and local representative offices in the United Kingdom, rest of Europe, the Americas, Asia, Africa, and Australasia. It has agreements with Nexium Authorised Generics; TerSera Therapeutics LLC, as well as collaboration with Daiichi Sankyo, Inc.; FibroGen, Inc.; and Merck & Co., Inc. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom.",United Kingdom,Drug Manufacturers—General,GBp,LSE,AstraZeneca PLC,ASTRAZENECA PLC ORD SHS $0.25,,11000,3098668
SHEL.L,Royal Dutch Shell,Energy,NA,United Kingdom,NA,GBp,LSE,Shell plc,SHELL PLC ORD EUR0.07,NA,2259.5,15547303
BARC.L,Barclays,Financial Services,"Barclays PLC, through its subsidiaries, provides various financial products and services in the United Kingdom, rest of Europe, the Americas, Africa, the Middle East, and Asia. The company operates through Barclays UK and Barclays International divisions. It offers financial services, such as retail banking, credit cards, wholesale banking, investment banking, wealth management, and investment management services. The company also engages in securities dealing activities; and issues credit cards. The company was formerly known as Barclays Bank Limited and changed its name to Barclays PLC in January 1985. Barclays PLC was founded in 1690 and is headquartered in London, the United Kingdom.",United Kingdom,Banks—Diversified,GBp,LSE,Barclays PLC,BARCLAYS PLC ORD 25P,,219.6,36343976
RIO.L,Rio Tinto,Basic Materials,"Rio Tinto Group engages in exploring, mining, and processing mineral resources worldwide. The company offers aluminum, copper, diamonds, gold, borates, titanium dioxide, salt, iron ore, and uranium. It also owns and operates open pit and underground mines, mills, refineries, smelters, power stations, and research and service facilities. The company was founded in 1873 and is headquartered in London, the United Kingdom.",United Kingdom,Other Industrial Metals & Mining,GBp,LSE,Rio Tinto Group,RIO TINTO PLC ORD 10P,,6876.26,2286875
HSBA.L,HSBC Holdings,Financial Services,"HSBC Holdings plc provides banking and financial services worldwide. The company operates through Wealth and Personal Banking, Commercial Banking, and Global Banking and Markets segments. The Wealth and Personal Banking segment offers retail banking products and services, including current and savings accounts, mortgages and personal loans, credit and debit cards, and local and international payment services for ultra high net worth individuals; and wealth management services comprising insurance and investment products, global asset management services, investment management, and private wealth solutions. The Commercial Banking segment provides credit and lending, treasury management, payment, cash management, commercial insurance, and investment services, as well as commercial cards, and international trade and receivables finance services; foreign exchange products; and capital raising services on debt and equity markets; and advisory services. It serves small and medium sized enterprises, mid-market enterprises, and corporates. The Global Banking and Markets segment offers financing, advisory, and transaction services; and credit, rates, foreign exchange, equities, money markets, and securities services, as well as engages in principal investment activities. It serves government, corporate and institutional clients, and private investors. HSBC Holdings plc was founded in 1865 and is headquartered in London, the United Kingdom.",United Kingdom,Banks—Diversified,GBp,LSE,HSBC Holdings plc,HSBC HOLDINGS PLC ORD $0.50 (UK,,567.2,21485821
ULVR.L,Unilever,Consumer Defensive,"Unilever PLC operates as a fast-moving consumer goods company in Asia, Africa, the Middle East, Turkey, Russia, Ukraine, Belarus, the Americas, and Europe. It operates through Beauty & Personal Care, Foods & Refreshment, and Home Care segments. The Beauty & Personal Care segment provides skin care and hair care products, deodorants, and skin cleansing products under the Axe, Clear, Dove, Lifebuoy, Lux, Pond's, Rexona, Signal, Suave, Sunsilk, TRESemmÃ©, and Vaseline brands. The Foods & Refreshment segment offers ice cream, soups, bouillons, seasonings, mayonnaise, ketchups, and tea categories under the Ben & Jerry's, Breyers, Brooke Bond, Heart (Wall's), Hellmann's, Knorr, Lipton, Magnum, The Vegetarian Butcher, and Unilever Food Solutions brands. The Home Care segment provides fabric solutions, and home care and hygiene products under the Cif, Omo, Persil, Domestos, Seventh Generation, and Sunlight brands. Unilever PLC was incorporated in 1894 and is based in London, the United Kingdom.",United Kingdom,Household & Personal Products,GBp,LSE,Unilever PLC,UNILEVER PLC ORD 3 1/9P,,4924,5455769
GSK.L,GlaxoSmithKline,Healthcare,"GlaxoSmithKline plc, together with its subsidiaries, engages in the creation, discovery, development, manufacture, and marketing of pharmaceutical products, vaccines, over-the-counter medicines, and health-related consumer products in the United Kingdom, the United States, and internationally. It operates through four segments: Pharmaceuticals, Pharmaceuticals R&D, Vaccines, and Consumer Healthcare. The company offers pharmaceutical products comprising medicines in the therapeutic areas, such as respiratory, HIV, immuno-inflammation, oncology, anti-viral, central nervous system, cardiovascular and urogenital, metabolic, anti-bacterial, and dermatology. It also provides consumer healthcare products in wellness, oral health, nutrition, and skin health categories. The company offers its consumer healthcare products in the form of nasal sprays, tablets, syrups, lozenges, gum and trans-dermal patches, caplets, infant syrup drops, liquid filled suspension, wipes, gels, effervescents, toothpastes, toothbrushes, mouthwashes, denture adhesives and cleansers, topical creams and non-medicated patches, lip balm, gummies, and soft chews. It has collaboration agreements with 23andMe; Lyell Immunopharma, Inc.; Novartis; Sanofi SA; Surface Oncology; Progentec Diagnostics, Inc.; Alector, Inc.; and CureVac AG., as well as strategic partnership with IDEAYA Biosciences, Inc. and Vir Biotechnology, Inc. GlaxoSmithKline plc was founded in 1715 and is headquartered in Brentford, the United Kingdom.",United Kingdom,Drug Manufacturers—General,GBp,LSE,GlaxoSmithKline plc,GLAXOSMITHKLINE PLC ORD 25P,,1801.6,14247732
DGE.L,Diageo,Consumer Defensive,"Diageo plc, together with its subsidiaries, produces, markets, and sells alcoholic beverages worldwide. The company offers scotch, whisky, gin, vodka, rum, ready to drink products, Irish cream liqueur, raki, liqueur, wine, tequila, Canadian whisky, American whiskey, cachaca, and brandy, as well as beer, including cider and non-alcoholic products. It provides its products primarily under the Johnnie Walker, Smirnoff, Captain Morgan, Baileys, Tanqueray, and Guinness brands. The company has operations in North America, Europe, Turkey, Africa, Latin America, the Caribbean, the Asia Pacific, and internationally. The company was incorporated in 1886 and is headquartered in London, the United Kingdom.",United Kingdom,Beverages—Wineries & Distilleries,GBp,LSE,Diageo plc,DIAGEO PLC ORD 28 101/108P,,4364.1,7202342
BATS.L,British American Tobacco,Consumer Defensive,"British American Tobacco p.l.c. provides tobacco and nicotine products to consumers worldwide. It offers vapour, tobacco heating, and modern oral nicotine products; combustible products; and traditional oral products, such as snus and moist snuff. The company distributes its products to retail outlets. British American Tobacco p.l.c. was founded in 1902 and is based in London, the United Kingdom.",United Kingdom,Tobacco,GBp,LSE,British American Tobacco p.l.c.,BRITISH AMERICAN TOBACCO PLC OR,,3456.5,2508575
BP.L,BP,Energy,"BP p.l.c. engages in the energy business worldwide. It operates through Gas & Low Carbon Energy, Oil Production & Operations, Customers & Products, and Rosneft segments. It produces and trades in natural gas; offers biofuels; operates onshore and offshore wind power, and solar power generating facilities; and provides de-carbonization solutions and services, such as hydrogen, and carbon capture, usage and storage. The company is also involved in the convenience and mobility business, which manages the sale of fuels to wholesale and retail customers, convenience products, aviation fuels, and Castrol lubricants; and refining, supply, and trading of oil products, as well as operation of electric vehicle charging facilities. In addition, it produces and refines oil and gas; and invests in upstream, downstream, and alternative energy companies, as well as in advanced mobility, bio and low carbon products, carbon management, digital transformation, and power and storage areas. BP p.l.c. was founded in 1908 and is headquartered in London, the United Kingdom.",United Kingdom,Oil & Gas Integrated,GBp,LSE,BP p.l.c.,BP PLC $0.25,,419.15,36425671
7203.T,Toyota Motor,Consumer Cyclical,"Toyota Motor Corporation designs, manufactures, assembles, and sells passenger vehicles, minivans and commercial vehicles, and related parts and accessories. It operates in Automotive, Financial Services, and All Other segments. The company offers hybrid cars under the Prius, Prius PHV, C-HR, LC HV, ES HV, Camry, JPN TAXI, Avalon HV, Crown HV, Century HV, UX HV, Corolla SD, Corolla Sport, RAV4 HV, WG HV, RAV4 PHV, Highlander HV, Harrier HV, Sienna HV, UX EV, Corolla Cross HV, and Yaris HV names; fuel cell vehicles under the MIRAI and SORA names; and conventional engine vehicles, including subcompact and compact cars under the Corolla, Yaris, Corolla Sport , Aqua, Passo, Roomy, Tank, Etios, Vios, AGYA, Rush, GLANZA, Urban Cruiser, and Raize names. It also provides mini-vehicles, passenger vehicles, commercial vehicles, and auto parts under the Toyota name; mid-size cars under the Camry name; luxury cars under the Lexus, Avalon, Crown, and Century names; sports cars under the GR Yaris and Supra names; and recreational and sport-utility vehicles under the Sequoia, 4Runner, RAV4, Highlander, and Land Cruiser names. In addition, the company offers pickup trucks under the Tacoma and Tundra names; Minivans, Cabwagons, and Semi-Bonnet Wagon under the Alphard, Vellfire, Noah/Voxy, Esquire, Hiace, Sienta, and Sienna names; and trucks and buses. Further, it provides financial services, such as retail financing and leasing, wholesale financing, insurance, and credit cards; and designs, manufactures, and sells prefabricated housing. Additionally, the company operates GAZOO.com, a web portal for automobile information. It operates in Japan, North America, Europe, Asia, Central and South America, Oceania, Africa, and the Middle East. The company was founded in 1933 and is headquartered in Toyota, Japan.",Japan,Auto Manufacturers,JPY,JPX,Toyota Motor Corporation,TOYOTA MOTOR CORP,,2475,21166100
